night,speaker,text,neg,neu,pos,compound
first,BULLOCK,But by the same token America's strength  and look this president has made America first as America alone. Our allies no longer trust us. Our adversaries are with us. But going from the position of strength we should be negotiating down so there aren't nuclear weapons. But drawing those lines in the sand at this point I wouldn't do.,0.089,0.736,0.175,0.7849
first,LEMON,Thank you Governor. Senator Warren. your response?,0,0.706,0.294,0.3612
first,WARREN,"Look we don't expand trust around the world by saying ""You know we might be the first ones to use a nuclear weapon."" That puts the entire world at risk and puts us at risk right in the middle of this. At a time when Donald Trump is pulling out of our nuclear negotiations expanding the opportunities for nuclear proliferation around the world has pulled us out of the deal in Iran and Iran is now working on its nuclear weapon the world gets closer and closer to nuclear warfare. ",0.137,0.836,0.027,-0.8255
first,BULLOCK,Senator that,0,1,0,0
first,WARREN,We have to have an announced policy that is one the entire world can live with. We need to make that clear. We will respond if someone else does but not first. ,0,0.945,0.055,0.2023
first,LEMON,Governor Bullock please respond. ,0,0.566,0.434,0.3182
first,BULLOCK,Part I agree with. But by the same token like we need to get back to nuclear proliferation. ,0,0.75,0.25,0.6124
first,WARREN,Why?,0,1,0,0
first,BULLOCK,"But when you have folks  de-proliferation reducing it. But at the same time when you actually have Korea; when you have others I don't want to turn around and say ""Well Detroit has to be gone before we would ever use that."" When so many crazy folks are getting closer to having a nuclear weapon I don't want them to think I could strike this country and I and we as the United States of America wouldn't do a thing. ",0.109,0.83,0.061,-0.2317
first,BULLOCK,Part of the strength really is the ability to deter.,0,0.581,0.419,0.6969
first,LEMON,Governor Bullock,0,1,0,0
first,WARREN,So,0,1,0,0
first,LEMON,Governor thank you very much. ,0,0.615,0.385,0.3612
first,LEMON,Moving on now,0,1,0,0
first,SANDERS,Could I add something to that,0,1,0,0
first,LEMON,Senator please  moving on now. As you know to serve as president of the United States  all of you know this  you have to be at least 35 years old. ,0,0.846,0.154,0.6249
first,LEMON,So Mayor Buttigieg you just qualified. You're 37 the youngest candidate in this field. Standing next to you is the oldest candidate Bernie Sanders at age 77. Should voters take into consideration age when choosing a presidential candidate?,0,1,0,0
first,BUTTIGIEG,I don't care how old you are. I care about your vision. But I do think it matters that we have a new generation of leaders stepping up around the world leaders like the,0.147,0.697,0.156,-0.167
first,BUTTIGIEG,I actually think it's good that the prime minister of New Zealand's gotten a lot of attention in Democratic debates. She's masterful. She is younger than I would be when I take office.,0,0.906,0.094,0.4404
first,BUTTIGIEG,This is the kind of trend America might be leading instead of following but only if it's actually backed by the right vision. And we can have great presidents at any age. What I will say is we need the kind of vision that's going to win. We cannot have a vision that amounts to back to normal. Because the only reason we got this president is that normal didn't work. We have to be ready to take on this president and by the way something that hasn't been talked about as much tonight take on his enablers in Congress.,0,0.8,0.2,0.9711
first,BUTTIGIEG,You know when,0,1,0,0
first,BUTTIGIEG,when David Duke  when David Duke ran for Congress  ran for governor the Republican Party 20 years ago ran away from him. Today they are supporting naked racism in the White House or at best silent about it. And if you are watching this at home and you are a Republican member of Congress consider the fact that when the sun sets on your career and they are writing your story of all the good and bad things you did in your life the thing you will be remembered for is whether in this moment with this president you found the courage to stand up to him or you continued to put party over country.,0.057,0.802,0.141,0.875
first,LEMON,Thank you Mayor. ,0,0.444,0.556,0.3612
first,LEMON,Senator Sanders as the senior statesman of the group please respond to Mayor Buttigieg.,0,0.85,0.15,0.3182
first,SANDERS,Well Pete is right. It's a question of vision. That's what it is whether you're young whether you're old whether you're in between. And my vision among other things says that if we're going to fight for health care we don't take money from the drug companies or the insurance companies. ,0.046,0.791,0.163,0.6908
first,SANDERS,And I have asked all of the candidates who are running to say they will not accept money from those entities who in my view are going to war against the American people in terms of health care. That's a new vision.,0.129,0.761,0.11,-0.2225
first,SANDERS,A new vision says that we must cancel completely student debt because the younger generation in this country today for the first time in modern American history will have a lower standard of living than their parents.,0.175,0.775,0.05,-0.6096
first,LEMON,Thank you Senator Sanders. ,0,0.545,0.455,0.3612
first,WARREN,I'd like to respond on that too.,0,0.706,0.294,0.3612
first,LEMON,The debate continues right after this  please. ,0,0.696,0.304,0.3869
first,LEMON,Thank you. The debate continues right after this short break. ,0,0.783,0.217,0.3612
first,TAPPER,Welcome back to the CNN Democratic presidential debates. We have covered a lot of ground tonight. Now it is time for closing statements. You will each receive one minute. ,0,0.9,0.1,0.4588
first,TAPPER,Governor Bullock we're going to begin with you.,0,1,0,0
first,BULLOCK,Thanks Jake. ,0,0.256,0.744,0.4404
first,BULLOCK,I was raised in a single-parent household at times paycheck to paycheck. Only knew there was a governor's house in town because I delivered newspapers to it so I've made it about four blocks in life. Worked my way through college paid my way through law school.,0.043,0.957,0,-0.2263
first,BULLOCK,But you know I had a chance to actually go from delivering newspapers to the governor's house as a kid to now raising our three kids in it. We got to recognize for far too many people now in America that shot no longer exists. And for far too many in this country it never has.,0.04,0.924,0.036,-0.0516
first,BULLOCK,I'm running for president to beat Donald Trump win back the places we lost and make sure that Americans know that where Washington has left them behind in the economy in the political system I'll be there.,0.054,0.802,0.144,0.5859
first,BULLOCK,This isn't a choice just between center and left or about  we don't have to choose between what we don't want and what we can't afford. Folks want a different way. They want to believe the economy and our democracy can work for us. That's why I'm running for president.,0.075,0.925,0,-0.1695
first,TAPPER,Thank you. Ms. Williamson?,0,0.545,0.455,0.3612
first,WILLIAMSON,Yes our problem is not just that we need to defeat Donald Trump. We need a plan to solve institutionalized hatred collectivized hatred and white nationalism. ,0.375,0.505,0.12,-0.891
first,WILLIAMSON,And in order to do that we need more than political insider game and wonkiness and intellectual argument. Those things will not defeat Donald Trump. We need some radical truth-telling not just to talk about health care but talk about why are we so sick all the time. We need to have a serious conversation about race and what is truly owed.,0.124,0.741,0.135,-0.0572
first,WILLIAMSON,Even on the subject of foreign policy it's all about symptoms and not about cause. We need to talk about the fact that the United States has sacrificed our moral leadership. The fact that countries see us not only domestically but internationally with policies that simply support our corporate overlords. The fact that our national defense agenda is driven more by short-term profits for defense contractors than by genuine peace-building.,0,0.831,0.169,0.9041
first,WILLIAMSON,There's some corruption that is so deep ladies and gentlemen. And until the Democratic Party is ready to speak to the deeper corruption knowing that we ourselves sometimes because of our own corporate donations have participated than I'm afraid those who vote for Trump will continue to vote for Trump and those who might not like Donald Trump will continue to stay home.,0.031,0.891,0.077,0.4749
first,WILLIAMSON,I want a politics that goes much deeper. I want a politics that speaks to the heart because the only way to fight  you keep talking about how we're going to fight Donald Trump. You can't fight dog whistles. You have to override them.,0.172,0.771,0.057,-0.7351
first,WILLIAMSON,And the only way you can override them is with new voices voices of energy that only come from the fact that America has been willing to live up to our own mistakes atone for our mistakes make amends for our own mistakes love each other love our democracy love future generations something emotional and psychological that will not be  be emerging from anything on this stage. It will emerge from something I'm the one who's qualified to bring forth.,0.078,0.752,0.17,0.8689
first,TAPPER,Congressman Delaney? ,0,1,0,0
first,DELANEY,Thank you Jake.,0,0.444,0.556,0.3612
first,DELANEY,John F. Kennedy famously said we should not seek the Republican answer we should not seek the Democratic answer we should seek the right answer. He was right when he said it and he's right today as well.,0,0.946,0.054,0.2732
first,DELANEY,Donald Trump is the symptom of a disease. And the disease is divisiveness. And I'm the only one on the stage talking about curing that disease which  with big ideas like national service by focusing on actually solving problems.,0.063,0.822,0.115,0.296
first,DELANEY,If we work together we can fix health care and build infrastructure. We can invest in not just technology but people and entrepreneurs whether they be in Storm Lake Iowa or Detroit Michigan or Baltimore Maryland. We can fight climate change and reimagine our education system. But we have to do it with real solutions not impossible promises.,0.096,0.839,0.065,-0.4635
first,DELANEY,Isn't it time we had a president who was a leader in both the private sector and in government to lead us into the future? I promise as president I will restore vision unity and leadership and decency to this country. And that's why I'm running for president.,0,0.863,0.137,0.6705
first,DELANEY,Thank you.,0,0.286,0.714,0.3612
first,TAPPER,Congressman Ryan?,0,1,0,0
first,RYAN,So in a few minutes all of the pundits are going to be looking at this debate and saying well who captured the left lane and who captured the center lane and who captured the moderate lane? ,0,0.943,0.057,0.2732
first,RYAN,I hope tonight at some level I captured your imagination your imagination about what this country could be like if we united if we put together real policy that weren't left or right but new and better. That's how we win the future. It's new and better.,0,0.678,0.322,0.9552
first,RYAN,A new and better economy a new and better education system a new and better health care system that focuses on prevention an education system that focuses on the trauma of our kids.,0.071,0.63,0.3,0.8442
first,RYAN,There's not going to be a savior. Not going to be a superstar that's going to fix all this. It's going to be you and me. It's going to be us. That's how we fix this country you and I coming together to do big things to imagine the new country that we want by coming together not left or right. New and better.,0,0.934,0.066,0.4939
first,TAPPER,Governor Hickenlooper?,0,1,0,0
first,HICKENLOOPER,Thank you. And what a night. I've loved it. ,0,0.484,0.516,0.7506
first,HICKENLOOPER,I'd like to ask every American to imagine that you are facing life-threatening surgery tomorrow. Would you choose a doctor who had a track record of proven success who'd actually done the work or someone who had just talked about it? That's the question we're facing in this primary.,0,0.879,0.121,0.7351
first,HICKENLOOPER,I've actually got a track record as small-business owner as a mayor and as a governor. We expanded health care in Colorado. We got near universal coverage. We fought climate change directly. We beat the NRA. And for the last three years we've been the number-one economy in the country. We can wrap all that out.,0.041,0.903,0.057,0.2263
first,HICKENLOOPER,I'm as progressive as anybody up on this stage but I'm also pragmatic. And I've done the things that most of these other people are just talking about. And I know I can get results. And I can lead the people of this country towards a stronger a healthier and a more secure future and defeat Donald Trump and return this country to its glory.,0.057,0.778,0.165,0.8266
first,HICKENLOOPER,Thank you.,0,0.286,0.714,0.3612
first,TAPPER,Senator Klobuchar?,0,1,0,0
first,KLOBUCHAR,"Well thank you Detroit. To win we have to listen to people. And out there today is Casey Jo's mom. Casey Jo was a champion high school swimmer from a small town. She got sick went to the emergency room and got hooked on opioids. The last thing that she said to her mom was ""Mama it's not my fault."" And she died. ",0.125,0.712,0.162,0.4215
first,KLOBUCHAR,A lot of Americans say the same thing every day. And that is what I will stand up for and what I will stand up against are companies like those pharma companies that got her hooked on those opioids and didn't tell the doctors or the patients what was going to happen.,0,0.95,0.05,0.3612
first,KLOBUCHAR,We need someone that has people's back. We also need someone that can win. And I have won in these red districts. I win in the Midwest. I can win in states like Wisconsin and Michigan and Iowa.,0,0.63,0.37,0.9559
first,KLOBUCHAR,I also will do my job without fear or favor just like I did as a prosecutor and get through the gridlock like I've done as a senator where I've passed over 100 bills where I've been the lead Democrat.,0.054,0.764,0.182,0.6564
first,KLOBUCHAR,And last yes I will govern with integrity. We have a president where people turn off their TV when they see him. Not me. I will make you proud as your president.,0,0.756,0.244,0.8126
first,TAPPER,Congressman O'Rourke?,0,1,0,0
first,O'ROURKE,We are as divided and polarized as a country as we have ever been. And right now we have a president who uses fear to try to drive us further apart. To meet this challenge we have to have hope in one another and a faith in a future of the country that includes everyone. ,0.056,0.821,0.124,0.4357
first,O'ROURKE,My whole life I've been including people in the success of this country starting a small business with high-value high-wage high-skilled jobs in the third poorest urban county in America serving on City Council and holding town hall meetings every single week to remind myself who it is that I serve at the end of the day and in Congress being in the minority but working with Democrats and Republicans alike to deliver for my constituents and this country.,0.028,0.942,0.03,0.0258
first,O'ROURKE,And then in Texas this last year traveling to every county not writing anybody off not taking anyone for granted and at the end of the day winning more votes than any Democrat had in the history of the state winning independents for the first time in decades and winning nearly half-a-million Republicans and those 38 Electoral College votes in Texas are now in play and I can win them.,0,0.774,0.226,0.9545
first,O'ROURKE,That is how we defeat Donald Trump in November of 2020 and how we bring this divided country together again in January of 2021. Thank you.,0.102,0.814,0.085,-0.128
first,TAPPER,Mayor Buttigieg?,0,1,0,0
first,BULLOCK,There's good news and bad news. I'm going to start with the bad news. Our country is in trouble. GDP is going up and life expectancy is going down. Think about what that means. And it's only getting tougher. ,0.201,0.704,0.095,-0.7269
first,BULLOCK,By 2030 we will have passed the point of no return on climate there are going to be 130 million more guns on our streets. I'll be in my forties then. If you have kids think about how old they will be then.,0.05,0.95,0,-0.296
first,BULLOCK,But here's the good news: It's not too late. We can tell our kids that before we ran out of time just before we ran out of time in 2020 we did what it took to deliver a climate that we didn't have to wonder if it could support us to deliver a society where race has no bearing on your health or your wealth or your relationship with law enforcement that we did what it took to deliver an economy where a rising tide actually does lift all boats.,0.023,0.883,0.094,0.765
first,BULLOCK,We can do this if and only if we are ready to walk away from what hasn't worked with bold action and win not only defeat this president but defeat his congressional allies with a defeat so big that it reunites the Republican Party with its conscience as well as bringing Democrats to office.,0.024,0.691,0.285,0.9427
first,BULLOCK,Join me and let's make it happen.,0,0.732,0.268,0.296
first,TAPPER,Senator Warren?,0,1,0,0
first,WARREN,From the time I was 7 years old I had a dream. I wanted to be a public schoolteacher. But my daddy ended up as janitor. And by the time I graduated from high school my family didn't have the money to send me off to college. My big chance was what was then a commuter college that cost $50 a semester. ,0,0.927,0.073,0.4588
first,WARREN,For me what this election is all about is opportunity. Every budget every policy that we talk about is about who's going to get opportunity. Is it going to go to the billionaires? Or is it going to go to our kids?,0,0.87,0.13,0.7149
first,WARREN,Right now for decades we have had a government that has been on the side of the rich and the powerful. It has been on the side of the wealthy. And that means it has not been on the side of everyone else not on the side of people living on our Native American reservations people living in inner cities people living in small farms and small communities across this country.,0,0.883,0.117,0.836
first,WARREN,"How do we beat it? We beat it by being the party of big structural change. Give people a reason to show up and vote. And we beat it by building a grassroots movement across this country not showing up behind closed doors with millionaires but actually building it person by person across this country with small-dollar donations with volunteers with people who show up and say ""I have a stake in this democracy.""",0,0.974,0.026,0.2144
first,WARREN,I will not only beat Donald Trump in 2020 I'll start to make real change come 2021.,0,1,0,0
first,TAPPER,Senator Sanders?,0,1,0,0
first,SANDERS,As somebody who grew up in family that lived in a rent-controlled apartment in Brooklyn New York and lived paycheck to paycheck I'm running for president not just to defeat the most dangerous president in the history of this country a guy who's a racist and a sexist and a homophobe. I'm running to transform this country and to stand with the working class of America which for the last 45 years has been decimated. ,0.096,0.872,0.032,-0.7107
first,SANDERS,Two days ago I had a remarkable experience which should tell you everything you need to know about what's going on in America. I took 15 people with diabetes from Detroit a few miles into Canada and we bought insulin for one-tenth the price being charged by the crooks who run the pharmaceutical industry in America today.,0.032,0.904,0.064,0.4215
first,SANDERS,But it's not just the price-fixing and the corruption and the greed of the pharmaceutical industry. It's what's going on in the fossil fuel industry. It's what's going on in Wall Street. It's what's going on with the prison industrial complex.,0.133,0.867,0,-0.7184
first,SANDERS,We need a mass political movement. Please go to berniesanders.com. Become one of our million volunteers. Stand up and take on the greed and corruption of the ruling class of this country. Let's create a government and an economy that works for all of us not just the 1 percent.,0.053,0.861,0.086,0.1779
first,TAPPER,Candidates thank you so much. That completes tonight's debate. Join us tomorrow night at 8:00 p.m. Eastern time for round two 10 more Democratic candidates for president right back here in Detroit. ,0,0.865,0.135,0.5719
first,TAPPER,Now stay tuned for special coverage of tonight's debate with Anderson Cooper and Chris Cuomo. That begins right now.,0,0.87,0.13,0.4019
second,TAPPER, Welcome back to the CNN Democratic presidential debate.  Candidates we're about to begin opening statements.  But first a quick review of the ground rules that your campaigns agreed to earlier this month to try to ensure a fair debate.  ,0,0.767,0.233,0.8402
second,TAPPER,As moderators we will attempt to guide the discussion.  You will each receive one minute to answer questions 30 seconds for responses and rebuttals and 15 additional seconds if a moderator asks for a clarification.  The timing lights will remind you of these limits.  Please respect them and please refrain from interrupting other candidates during their allotted time.  A candidate infringing on another candidate's time will have his or her time reduced.,0.029,0.868,0.103,0.6705
second,TAPPER,We again remind our audience inside the Fox Theatre to try to remain silent when candidates are actively debating.  The candidates need to be able to properly hear the questions and each other.,0,0.933,0.067,0.3182
second,BASH, Let's start with opening statements.  You will each receive one minute.  Mayor Bill de Blasio please begin.  ,0,0.874,0.126,0.3182
second,DE BLASIO, To the working people of America tonight I bring you a message of hope.  We can make change in this country.  I know from personal experience it can be done.  ,0,0.9,0.1,0.4404
second,DE BLASIO,When I became the mayor of the nation's largest city I set us on a path of bold change.  They said it couldn't be done but we gave pre-K to every child for free.  We got rid of stop-and-frisk and we lowered crime.  We raised the minimum wage to $15 an hour.  Yes it can be done.,0.1,0.75,0.15,0.5106
second,DE BLASIO,Now tonight we have to get to the heart and soul of who we are as Democrats.  There are good people on this stage but there are real differences.,0,0.935,0.065,0.2382
second,DE BLASIO,Joe Biden told wealthy donors that nothing fundamentally would change if he were president.  Kamala Harris said she's not trying to restructure society.  Well I am.,0,0.833,0.167,0.5574
second,DE BLASIO,For 40 years working people have taken it on the chin in this country.  For 40 years the rich have gotten richer and they've paid less and less in taxes.  It cannot go on this way.  When I'm president we will even up the score and we will tax the hell out of the wealthy to make this a fairer country and to make sure it's a country that puts working people first.,0.056,0.801,0.143,0.7351
second,PROTESTOR, (OFF-MIKE),0,1,0,0
second,BASH, Thank you Mayor de Blasio.  Senator Michael Bennet?  ,0,0.737,0.263,0.3612
second,BENNET," Thank you.  Last week I saw one of those Trump signs that says ""America love it or leave it.""  And it was on the outside of a church.",0.039,0.744,0.217,0.7579
second,BENNET,I love America.  And I know we can make it better.,0,0.496,0.504,0.7964
second,BENNET,Before coming to the Senate I ran (inaudible),0,1,0,0
second,BENNET,school district where most of the kids live in poverty.  Those kids have exactly the same hopes that I had.,0.143,0.736,0.121,-0.128
second,BENNET,Their parents have exactly the same hopes for them that my parents had for me and that Susan and I have for our three children.  But for the last three years we've been consumed by a president who frankly doesn't give a damn about your kids or mine.,0,0.895,0.105,0.6197
second,BENNET,Mr. President; kids belong in classrooms not cages.,0,1,0,0
second,BENNET,And they deserve something better than a bully in the White House.  Let's end this three ringed circus in Washington and make  and let's make this election about reclaiming our future for our kids and our democracy.  Empty promises won't beat Donald Trump I can.,0.101,0.788,0.111,0.128
second,BASH, Governor Jay Inslee.,0,1,0,0
second,INSLEE, Good evening.  I'm Jay Inslee.  I am running for president because the people in this room and the democrats watching tonight are the last best hope for humanity on this planet.,0,0.73,0.27,0.875
second,INSLEE,If  if we make defeating the climate crisis the top priority of the United States we will have a fighting chance to save ourselves and our children's future.  It has to be our top priority.  My plan is one of national mobilization quickly bringing 100 percent clean energy to Americans creating 8 million good union jobs.,0.127,0.578,0.296,0.8519
second,INSLEE,This is a big bold ambitious plan for clean energy for a big bold ambitious nation.  Middle ground approaches are not enough.  We must confront the fossil fuel industry.  I've been working on this for 25 years.,0.037,0.61,0.353,0.926
second,INSLEE,And now we know this we are at tipping point and whether we shrink from this challenge or rise to it is the vital question of our time.  We democrats believe we can still do big things in this nation.  We can defeat the climate crisis.  Let's get to work.,0.125,0.812,0.063,-0.6731
second,BASH, Senator Kirsten Gillibrand.  ,0,1,0,0
second,GILLIBRAND, My grandmother taught me that nothing's impossible.  She spent two generations organizing women in upstate New York.  My mother taught me nothing's impossible.  She was one of only three women in her law school class and worked with gay couples for basic rights.,0,1,0,0
second,GILLIBRAND,If you want to get something done just tell me it's impossible.  As a freshman senator I was told you couldn't repeal Don't Ask Don't Tell.  Even members of my own party told me it wasn't convenient.  When are civil rights ever convenient?,0,0.907,0.093,0.4588
second,GILLIBRAND,We stood up to the Pentagon and we got it done.  Not impossible.  10 years ago I was told you couldn't pass healthcare for our 9/11 first responders those heroes who raced up the towers when others were coming down.,0,0.92,0.08,0.5106
second,GILLIBRAND,Even when Congress turned its back on them we kept fighting.  Just last week we made the 9/11 health bill permanent.,0.111,0.889,0,-0.3612
second,GILLIBRAND,Beating Donald Trump definitely not impossible.  We need a nominee who will take on the big fights and win.  We need a nominee who doesn't know the meaning of impossible.,0.157,0.663,0.18,0.2023
second,BASH, Congresswoman Tulsi Gabbard.,0,1,0,0
second,GABBARD, I love our country.  It's why I enlisted after 9/11 why I've served as a soldier for over 16 years deployed twice to the Middle East and serve in Congress now for almost seven years.,0,0.881,0.119,0.6369
second,GABBARD,I know what patriotism is and I've known many great patriots throughout my life.  And let me tell you this Donald Trump is not behaving like a patriot.  As president I will bring this spirit of real patriotism to the White House serving the interest of all Americans not just the rich and powerful.,0.081,0.728,0.191,0.7744
second,GABBARD,I'll fight for our rights and freedoms of all Americans upholding these principles in our constitution upon which our country was founded fighting for justice and equality for all.  Fighting for every single American regardless of race or religion as we strive towards that more perfect union.,0.131,0.705,0.165,0.4576
second,GABBARD,And as president I'll bring this unifying spirit of love for country and the soldier's values of service above self to the White House truly leading a government of by and for the people.,0,0.716,0.284,0.8885
second,BASH, Secretary Julian Castro.,0,1,0,0
second,CASTRO, Thank you Dana and good evening. ,0,0.426,0.574,0.6597
second,CASTRO,You know just a few days ago we were reminded and inspired by our fellow Americans in Puerto that public service is not fundamentally about any of us; it's about you and your family.,0,0.909,0.091,0.4939
second,CASTRO,I want you to know that if I'm elected president that I will work hard every single day so that you and your family can have good health care when you need it so that your children and grandchildren can get a good education so that they can reach their dreams and that you can have good job opportunities whether you live here in a big city like Detroit or in a small town in our country.,0.016,0.725,0.258,0.9565
second,CASTRO,I know we have a wonderful special nation but that too many people are struggling.  And I know what that's like too.  You know I grew up with a single mom in a poor neighborhood.  But like many of you I don't want to make America anything again.  I don't want us to go backward.  We're not going back to the past.  We're not going back where we came from.  We're going to move forward.  We're going to make America better than it's ever been in the years to come.  Let's do that together.,0.103,0.754,0.143,0.6167
second,BASH, Andrew Yang?,0,1,0,0
second,YANG, If you've heard anything about me and my campaign you've heard that someone is running for president who wants to give every American $1000 a month.  I know this may sound like a gimmick but this is a deeply American idea from Thomas Paine to Martin Luther King to today. ,0,0.963,0.037,0.1901
second,YANG,Let me tell you why we need to do it and how we pay for it.  Why do we need to do it?  We already automated away millions of manufacturing jobs and chances are your job can be next.  If you don't believe me just ask an auto worker here in Detroit.,0.026,0.94,0.034,0.1027
second,YANG,How do we pay for it?  Raise your hand in the crowd if you've seen stores closing where you live.  It is not just you.  Amazon is closing 30 percent of America's stores and malls and paying zero in taxes while doing it.  We need to do the opposite of much of what we're doing right now and the opposite of Donald Trump is an Asian man who likes math.,0.039,0.881,0.08,0.6227
second,YANG,So let me share the math.  A thousand dollars a month for every adult would be $461 million every month right here in Detroit alone.  The automation of our jobs is the central challenge facing us today.  It is why Donald Trump is our president and any politician not addressing it is failing the American people.,0.09,0.847,0.064,-0.3687
second,BASH, Senator Cory Booker?,0,1,0,0
second,BOOKER, Thank you Dana. ,0,0.444,0.556,0.3612
second,BOOKER,"Last week the president of the United States attacked an American city calling it ""a disgusting rat-infested rodent mess.""",0.254,0.635,0.111,-0.5574
second,BOOKER, We need a nation that understands that this tired old language the,0.252,0.748,0,-0.5228
second,LEMON, Stand by Senator. ,0,1,0,0
second,BOOKER, I will stand by.,0,1,0,0
second,LEMON, Please stand by.,0,0.465,0.535,0.3182
second,LEMON, Please continue Senator. ,0,0.465,0.535,0.3182
second,BOOKER, Thank you very much.,0,0.545,0.455,0.3612
second,BOOKER,Donald Trump from Charleston to Baltimore to even the border is using the tired old language of demagogues of fear-mongers of racists to try to divide our country against itself.  We know who Donald Trump is but in this election the question is who are we as a people?,0.084,0.916,0,-0.4939
second,BOOKER,We have serious problems in America.  We have deep wounds and seriously deeply rooted challenges.  We desperately need to heal as a nation and move forward.  Because we know in this country that our fates are united that we have a common destiny.  The call of this election is the call to unite in common cause and common purpose.  That's how we will beat Donald Trump.  That's how I will beat Donald Trump.  And as your president that's how I will govern and move us forward together.,0.093,0.859,0.049,-0.4445
second,BASH, Senator Kamala Harris?,0,1,0,0
second,HARRIS," This is an inflection moment in the history of our country.  I think we all know that.  This is a moment in time that is requiring us each as individuals and collectively to look in a mirror and ask a question that question being ""Who are we?""",0,1,0,0
second,HARRIS,And I think most of us know that part of the answer to that question is we are better than this.  So this then becomes a moment that we must fight for the best of who we are.  And fight of course we will.,0.103,0.755,0.141,0.4404
second,HARRIS,And this is not a new fight for us as Americans.  We have always been prepared to fight for our ideals.  We have always been a nation that fights for the best of who we are.,0.063,0.652,0.286,0.8209
second,HARRIS,And I'll tell you I come from fighters.  My parents met when they were active in the civil rights movement.  My sister Maya and I joke we grew up surrounded by a bunch of adults who spent full time marching and shouting about this thing called justice.,0.024,0.808,0.168,0.7964
second,HARRIS,And I am prepared to march with you to fight with you for the best of who we are and to successfully prosecute the case of four more years of Donald Trump and against him.,0.122,0.665,0.213,0.6124
second,BASH, Vice President Joe Biden.  ,0,1,0,0
second,BIDEN, Tonight I think Democrats are expecting some engagement here.  And I expect we'll get it.  ,0,0.8,0.2,0.4588
second,BIDEN,I'm running for president to restore the soul of this country.  You know we have a president as everybody has acknowledged here every day is ripping at the social fabric of this country but no one man has the capacity to rip that apart.  It's too strong.  We're too good.,0.049,0.78,0.172,0.7964
second,BIDEN,Just look at this stage made up of very diverse people from diverse backgrounds went on to be mayors senators governors congresswomen members of the cabinet and yes even a vice president.,0,0.917,0.083,0.4019
second,BIDEN,Mr. President this is America.  And we are stronger and great because of this diversity Mr. President not in spite of it Mr. President.,0,0.689,0.311,0.8582
second,BIDEN,So Mr. President let's get something straight:  We love it.  We are not leaving it.  We are here to stay.  And we're certainly not going to leave it to you.,0,0.729,0.271,0.8247
second,BASH, Thank you Vice President Biden.  I want to start the debate with one of the top priorities for Democratic voters and that is health care.  ,0,0.694,0.306,0.7783
second,BASH,"Senator Harris this week you released a new health care plan which would preserve private insurance and take 10 years to phase in.  Vice President Biden's campaign calls your plan quote ""a have-it-every-which-way approach"" and says it's just part of a confusing pattern of equivocating about your health care stance.  What do you say to that?",0.032,0.86,0.108,0.6705
second,HARRIS, Well they're probably confused because they've not read it.  But the reality is that I have been spending time in this campaign listening to American families listening to experts listening to health care providers and what I came away with is a very clear understanding that I needed to create a plan that was responsive to the needs of the American people responsive to their needs understanding that insurance companies have been jacking up the prices for far too long that American families have to be held down by deductibles and co-pays and premiums that can cause them bankruptcy.  ,0.022,0.832,0.146,0.8999
second,HARRIS,I listened to the American families who said four years is just not enough to transition into this new plan so I devised a plan where it's going to be 10 years of a transition.,0,1,0,0
second,HARRIS,I listened to American families who said I want an option that will be under your Medicare system that allows a private plan.  So I designed a plan where yes responsive to the needs of American families there will be a public plan under my plan for Medicare and a private plan under my plan for Medicare.,0,0.879,0.121,0.6705
second,HARRIS,Because the bottom line is this:  We must agree that access to health care must be a right and not just a privilege of those who can afford it.  And in America today far too many people  in fact 30 million people  are going without access to health care.,0.039,0.796,0.165,0.7776
second,BASH, Thank you Senator.  Thank you Senator Harris.  Vice President Biden your response.  ,0,0.667,0.333,0.6124
second,BIDEN, Well my response is that the senator has had several plans so far.  And any time someone tells you you're going to get something good in 10 years you should wonder why it takes 10 years.  ,0,0.872,0.128,0.6124
second,BIDEN,If you noticed there is no talk about the fact that the plan in 10 years will cost $3 trillion.  You will lose your employer-based insurance.  And in fact you know this is the single most important issue facing the public.  And to be very blunt and to be very straightforward you can't beat President Trump with double-talk on this plan.,0.075,0.892,0.032,-0.4228
second,BASH, Your response Senator Harris?,0,1,0,0
second,HARRIS, Absolutely.  Unfortunately Vice President Biden you're just simply inaccurate in what you're describing.  The reality is that our plan will bring health care to all Americans under a Medicare for All system.  ,0.077,0.831,0.092,0.1298
second,HARRIS,Our plan will allow people to start signing up on the first day.  Babies will be born into our plan and right now 4 million babies almost are born every day in America  or every year in America.  Under our plan we will ensure that everyone has access to health care.,0,0.859,0.141,0.7717
second,HARRIS,Your plan by contrast leaves out almost 10 million Americans.  So I think that you should really think about what you're saying but be reflective and understand that the people of America want access to health care and do not want cost to be their barrier to getting it.,0.033,0.831,0.136,0.6652
second,BASH, Senator Harris thank you.  Vice President Biden your response?  ,0,0.762,0.238,0.3612
second,BIDEN, The plan no matter how you cut it costs $3 trillion when it is in fact employed number one.  Ten years from now after two terms of the senator being president after her time.  ,0.117,0.817,0.065,-0.4404
second,BIDEN,Secondly it will require middle-class taxes to go up not down.  Thirdly it will eliminate employer-based insurance.  And fourthly what happens in the meantime?,0,1,0,0
second,HARRIS, I'd like to respond.  First of all the cost of doing nothing is far too expensive.  Second we are now paying $3 trillion a year for health care in America.  Over the next 10 years it's probably going to be $6 trillion.  We must act.  ,0,0.881,0.119,0.6908
